word;nSub;ValenceM;ValenceSD;ArousalM;ArousalSD;HappyM;HappySD;AngerM;AngerSD;SadM;SadSD;FearM;FearSD;DisgustM;DisgustSD;ConcretenessM;ConcretenessSD
GEZEGEN;37;6;1.56347192;4.72972973;2.411185147;52.73333333;33.91361575;13.32142857;23.34928593;12.76666667;23.10349031;24.1;26.68507267;10.03333333;18.61494271;80.79411765;27.90978911
RENK;34;5.764705882;2.640693476;4.941176471;2.485609205;66.29032258;31.86763619;11.24137931;20.37795583;15.2;24.78375441;9.678571429;22.68145526;10.06666667;21.3556636;73.19354839;29.68548394
KONAK;38;5.486486486;1.83517516;3.864864865;2.287188499;44.53125;34.56735769;12.29032258;20.47957283;19.96774194;26.39252908;22.06666667;28.52939601;10.09677419;16.86091108;93.35294118;10.76718458
ÖPÜCÜK;37;7.162162162;1.500250229;6.638888889;2.058470691;83.17647059;16.44729063;4.878787879;6.744245583;13.20588235;22.09590585;9.411764706;16.62622545;10.12121212;18.29746836;74.17142857;23.81236174
KEPENK;36;4.583333333;1.556094011;4;2.014235055;12.19354839;20.40656652;20.80645161;27.159307;33.23333333;33.14615839;28.06666667;29.46644302;10.13333333;19.80026704;83.31428571;27.36761872
İĞDE;36;5.388888889;1.84046233;4.138888889;2.257087602;39.67741935;34.02390052;3.655172414;8.74347047;7.033333333;14.88457506;3.344827586;8.628341432;10.13333333;20.16096148;88.78787879;22.26089281
PİYANGO;33;6.363636364;1.710595324;5;2.207940217;63.19230769;35.02801077;14.39130435;25.43036683;17.13043478;28.85434322;12.39130435;27.51320201;10.17391304;19.42737566;65.19230769;32.00252394
VAGON;38;5.131578947;1.398281815;3.815789474;2.414542239;36.85294118;38.06305164;9.677419355;19.73387459;12.77419355;20.51943741;14.23529412;23.49088646;10.19354839;19.11093815;91.11428571;19.90827707
HAREKETLİLİK;39;5.947368421;1.739017561;5.526315789;2.226824695;45.93333333;30.88569955;19.4137931;25.68562305;19.1;27.55477304;28.44827586;29.42494836;10.19354839;19.31220573;60.29411765;31.54364885
YATKIN;38;6.135135135;1.250825553;3.594594595;2.216847855;44.2962963;30.63032034;12.44444444;20.10230246;12.74074074;19.39586116;17.2962963;24.66360572;10.21428571;16.47974546;26.71875;23.50598328
YAVRU;35;7.117647059;1.771229771;6.5;1.926686589;74.79411765;21.37228368;14.2;25.03983034;18.8;25.25238125;21.03225806;26.86073202;10.22580645;19.98784577;84.36363636;16.07758179
RAHATLIK;39;7.641025641;1.693442142;6.025641026;2.660502322;82.35135135;20.28438948;13.94117647;24.34591768;13.31428571;24.92078205;14.52941176;24.94628811;10.23529412;22.93608884;40;35.49567378
DETAY;36;5.277777778;1.891501461;4.722222222;2.547952804;45.57575758;33.26788082;20.65517241;25.08738423;16.24137931;21.72663798;22.2;26.32214225;10.24137931;20.91591187;49.88235294;30.49864846
MERHAMET;33;7.363636364;1.616674477;5.121212121;2.315134658;67.51724138;31.14324129;14.34482759;20.974944;26.79310345;28.0094108;15.34482759;23.91693342;10.24137931;15.81738459;26.64516129;31.18498398
ÇİÇEKLENMEK;41;7.026315789;1.568039611;4.717948718;2.491551176;71.39393939;30.6919568;5.451612903;9.804212393;6.35483871;11.16705986;7.612903226;13.32835929;10.25;21.99413412;62.25806452;33.73125923
İBRAZ;35;5.03125;1.513048088;3.75;2.46262383;3.454545455;7.235674008;17.56521739;28.67502253;15.18181818;24.43384921;20.34782609;27.14206513;10.26086957;20.81349517;50.66666667;31.80875825
TADIM;32;5.548387097;1.689944963;4;2.434865793;43.625;35.43740654;8.64;19.30863365;6.44;13.55261352;16.25;26.05053617;10.32;16.62006819;55.7826087;35.65358139
TEORİ;36;5.514285714;1.651584419;4.371428571;2.498066479;39.16666667;34.09528568;10.28571429;22.29242878;12.96428571;26.00353558;19.82142857;30.823336;10.32142857;22.43683078;29.10344828;32.30031493
JARTİYER;40;5.540540541;1.659896158;5.243243243;2.385202128;45.12903226;38.59770454;10.75;18.48800832;7.59375;15.01581827;12.75;18.85085777;10.32258065;19.21177954;90.14285714;14.065274
KISIM;40;4.692307692;1.541595997;3.512820513;2.024479074;12.03846154;20.15436582;10.53846154;19.09603261;9;17.80561709;8.576923077;17.95588611;10.33333333;18.80670911;56.85185185;27.54814485
OMUZ;35;5.228571429;1.783679513;3.942857143;2.460784872;36.96153846;35.04452113;15.60714286;25.78736309;21.42857143;27.70536593;17.40740741;26.02995207;10.33333333;16.80430348;84.2;19.95408523
ATAK;36;5.638888889;1.77527105;4.972222222;2.063092147;38.07142857;34.49415256;25.7037037;30.5888552;25.67857143;33.42991959;29.81481481;32.38356306;10.34615385;22.7436889;50.0625;32.36778317
KALİTELİ;38;7.055555556;1.999206192;4.638888889;2.520235565;67;28.38907173;12.20588235;21.59233788;11.23529412;22.79162369;12.29411765;23.8207058;10.35294118;21.7546684;46.29411765;35.15035188
ÇEKİLİŞ;41;6.634146341;1.545252367;5.609756098;2.223488799;59.10526316;29.11745968;17.11111111;23.82169213;18.68421053;25.45277053;15.22222222;19.48935403;10.36111111;21.26049694;66.66666667;24.52209888
ÜZÜM;35;6.382352941;1.809314383;4.352941176;2.186492319;52.32258065;32.1738891;9.419354839;18.92577465;7.838709677;17.93524793;6.483870968;14.45422883;10.375;17.57701945;92.85294118;14.45606165
GÜL;34;5.117647059;2.471224772;4.575757576;2.305296931;60.75;29.26839403;11.72413793;20.18113786;15.03571429;24.59370914;7.333333333;13.85640646;10.37931034;20.73543171;82.96666667;25.78757163
MÜŞFİK;36;5.2;2.083549008;3.823529412;1.898493633;31.44;35.46369035;16.15384615;25.4537892;11.92307692;19.12469205;11.15384615;22.25253659;10.4;20.86264605;22.56666667;18.55780036
MEMNUN;36;7.694444444;1.141914294;5.333333333;2.083952289;75.21875;19.9721328;10.72727273;19.12013456;11.12121212;18.17408453;12.15151515;20.61116386;10.42424242;19.70728023;32.93548387;30.48817857
KOŞUCU;34;5.666666667;1.554563176;4.242424242;2.222474733;43.13043478;29.4823589;12.96;18.32684734;13.80769231;20.62041557;16.76;22.85512342;10.44;18.17296527;86.29032258;17.14486035
GERÇEK;36;5.722222222;1.632020853;4.805555556;1.997418969;50;27.61598916;25.16;24.56230174;32;28.29416901;37.92857143;30.25561297;10.44;18.24618682;44.37931034;39.32957247
FLÖRT;41;6.829268293;1.447453609;6.024390244;2.055332149;74.56410256;25.38627361;16.91428571;25.7057689;20.91176471;26.23133408;27.91428571;31.12817093;10.44444444;18.71354657;41.97297297;33.5596372
HEYECANLANDIRMAK;37;6.675675676;1.650825619;6.540540541;2.231026104;66.86111111;26.77114948;14.33333333;18.41987152;13.36363636;21.44151665;27;26.99346326;10.45454545;17.90092684;22.88888889;26.06341473
KAMAŞMAK;36;5.194444444;1.653039528;5.055555556;1.819645875;30.77777778;29.63019942;13.62068966;29.03251108;6.793103448;17.10551146;9.655172414;20.96983524;10.46428571;23.82417406;44.16129032;29.67389063
DURGUN;39;4.179487179;1.760260072;3.538461538;2.125610177;30.66666667;32.88247471;12.47222222;20.85115428;36.5;31.86892799;15.14285714;23.06020618;10.47222222;22.21259117;35.61111111;31.87858912
ADRES;38;4.72972973;1.521122551;3.108108108;1.911715108;27.64285714;30.0089052;13.14285714;22.3087996;15.75;25.94527717;20.07142857;27.89919496;10.48148148;19.1760475;80.40740741;22.94015502
VİTRİN;38;4.783783784;1.455547532;4.324324324;2.186499664;38.17857143;31.71639788;14.68965517;25.20218733;10.46428571;18.35954115;7.75;15.55783713;10.5;23.50177298;82.78125;25.20590609
GÖK KUBBE;39;5.648648649;2.359569361;4.486486486;2.328824472;46.77419355;32.96433394;13.23333333;28.1727226;17.4516129;27.188035;12.75862069;20.94662464;10.5;24.74804067;63.625;31.62660171
AİLE;39;7.5;1.870828693;6.421052632;2.074707129;82.34285714;20.76329178;23.1875;26.18474993;26.06060606;29.07956692;22.06060606;26.058755;10.51515152;18.19876578;67.66666667;31.61441545
GÖVDE;38;5.184210526;1.352780183;4.236842105;2.059050037;33.625;37.19326162;11.06060606;22.64252;9.848484848;18.85490853;10.93939394;20.69109016;10.54545455;21.14103077;86.54285714;20.48147349
İLGİ;35;5.393939394;2.524126011;5.515151515;2.526376013;64.65517241;31.17264811;16.56666667;25.14329051;15.34482759;26.4646339;20.03333333;28.6048987;10.55172414;23.21266004;24.4;26.28963346
SAYGI;40;7.425;1.70801279;5.9;2.415760219;67.54054054;30.90091206;11.5;15.62689988;12.36111111;19.5362707;21.86111111;26.9509107;10.58333333;18.64920527;27;29.35891595
GELİN;35;4.939393939;2.410126993;5;2.711980588;66.46875;30.85448091;11.20689655;21.2609288;25.46666667;30.20816667;23.25806452;31.64276404;10.6;22.98065153;88.97058824;16.79373132
DİNAMİK;40;6.8;1.324328567;5.85;2.106765658;60.23529412;25.48327892;15.91428571;19.56643499;14.22222222;18.94972463;20.27777778;23.37472519;10.6;15.85819514;38.57142857;25.22287211
ALT;39;3.945945946;1.649005524;3.243243243;2.1782435;14.41176471;22.89781999;22;26.80795902;23.15151515;29.3194914;23.61764706;28.96498901;10.61290323;19.59707022;42.8125;32.60361894
MOTOR;38;5.513513514;1.789190096;4.891891892;2.318809366;32.3030303;33.54892402;13.39393939;23.26604204;15.82352941;29.3654823;30.63888889;33.30135371;10.61764706;21.28168185;88.66666667;20.1395134
PERDE;37;5.243243243;1.320887862;3.378378378;1.876038251;19.79310345;27.87264316;10.13333333;20.27693327;7.344827586;14.10743437;8.413793103;16.54758774;10.62068966;20.82651777;86.25;23.70109566
RESTORANT;36;6.138888889;1.476536058;4.527777778;2.478318683;52.14285714;33.06863153;10.93103448;17.86243271;10.82758621;16.95175711;12.75862069;17.31567245;10.64285714;15.13204666;86.35294118;20.29760749
ÇIRAK;38;5.447368421;1.155418923;4;2.04013778;30.96551724;30.8446369;17.4375;24.48427738;22.64516129;23.75927663;9.483870968;15.67348285;10.65625;20.85218233;79;23.16560298
KULÜBE;32;5.709677419;1.677171198;4.709677419;2.383184821;48.75862069;33.88389332;9.407407407;19.03894644;17.74074074;26.56572777;18.40740741;24.07401929;10.66666667;20.25985041;88.62068966;19.62034985
PİDE;40;7.157894737;1.619581457;5.815789474;2.264356757;78.05714286;21.26574553;9.363636364;21.346572;11.45454545;22.38874007;9.96969697;21.49634395;10.67647059;21.07953278;91.86842105;19.04925487
ORMAN;38;7;1.845374056;5.552631579;2.532997033;73.28571429;25.9882003;16.6969697;24.86021527;20.52941176;25.82603255;40.6969697;33.46311855;10.6875;19.6951566;87.32432432;18.48581146
KORİDOR;38;4.605263158;1.263617152;3.473684211;2.063018546;16.21212121;25.24722457;14.27272727;25.14243515;12.6969697;22.38510226;21.80645161;28.0421342;10.70588235;20.37308;82.44444444;26.37471131
BANK;37;5.378378378;1.934358225;4.351351351;2.201214516;52.42857143;38.41530229;11.03225806;21.87614206;24.4516129;27.70901022;10.03225806;18.83699175;10.70967742;21.71971999;89.09090909;21.533932
EROZYON;38;2.605263158;1.603028783;5.210526316;2.17053854;4.25;11.23933186;32;34.72943036;55.62068966;34.53612373;55.10344828;35.68347439;10.72413793;22.74846392;84.24137931;17.88985182
KARINCA;37;5.864864865;1.750589776;4.108108108;2.306798934;40.92592593;33.03136729;11.11111111;21.10474488;12.03448276;22.04456972;15.32142857;25.37139476;10.73076923;22.3366205;87.21875;22.44956264
ANLAŞMA;36;5.055555556;2.292153628;5.111111111;2.135118301;65.03448276;28.55881495;13.4;20.26309708;13.09677419;21.34378104;18.44827586;22.5967542;10.74193548;20.16757751;49.33333333;29.61282729
SORU;39;4.789473684;1.862255168;5.157894737;2.509725039;24.03030303;28.70483937;20.84848485;24.07426169;19;26.48820492;35.84848485;34.15234363;10.78787879;18.94029695;42.1875;38.02752611
KORUNAK;38;6.138888889;1.822914116;4.638888889;2.244393367;48.93103448;32.63316787;15.37931034;25.50408062;18.10714286;26.62265714;24.78571429;31.5293598;10.79310345;20.41249497;73.79310345;28.3339515
SANAT;39;7.307692308;1.880003446;5.974358974;1.926097493;79.11764706;18.01138479;23.77142857;31.35197312;43.08571429;36.01418955;18.17647059;25.02661685;10.8;22.85092352;30.25;31.37093741
KÂR;35;4.657142857;2.633973258;5.514285714;2.393267869;65.65625;33.07626512;9.8125;20.01360424;7.322580645;15.51641517;15.5625;27.56685422;10.80645161;21.47466624;55.93939394;32.92314858
DENİZ;38;7.216216216;2.200191092;6.486486486;2.316865958;77.55882353;26.26807162;12.6875;22.8958899;28.21875;29.25056865;25;30.96616259;10.8125;21.72027075;80.10810811;25.29468959
GÜVERCİN;36;5.277777778;2.325155738;4.305555556;2.24014597;54.61290323;29.95182512;10.78787879;21.00559089;9.909090909;17.04656057;12.81818182;20.58132428;10.81818182;16.30846127;87.23529412;19.62536828
SÜPER;39;7.615384615;1.407038409;5.820512821;2.855021383;73.02777778;28.85281478;9.882352941;15.31045336;10.32352941;19.68189537;15.47058824;24.25900057;10.84848485;19.22257984;30.36363636;28.15561465
KABUL;39;6.394736842;1.55162467;5.131578947;1.975129864;62.36363636;33.70721193;16.70588235;24.03473422;18.29411765;24.52645994;22.26470588;26.91772968;10.85294118;22.78108247;34.15151515;25.48666467
MESAFELİ;39;3.512820513;1.804552647;4.58974359;2.136376035;16.18181818;21.64262944;18.81481481;22.89782831;35.86666667;29.92142968;23.17857143;29.57232637;10.85714286;17.24918524;32.41935484;29.3016202
KAPLAMA;35;5;0.685994341;3;1.955384722;15.57142857;21.87071198;11;19.29100457;9.896551724;19.14669839;12.17241379;22.25673087;10.86206897;19.00324058;83.4137931;22.4141493
TEKERLEK;35;5.057142857;1.235334133;3.828571429;2.121122265;29.14285714;33.72515743;13.5;21.47263547;14.89285714;22.94492486;20.24137931;27.34652651;10.86666667;20.4192832;94.51515152;8.235294516
EHLİYET;39;5.435897436;1.713642962;4.717948718;2.089431022;38.36;34.4817343;22.82142857;26.50094837;24.25925926;30.08525398;33.39285714;30.45499325;10.88888889;20.58441033;84.24242424;19.02470483
LEZBİYEN;36;4.972222222;2.261303178;4.972222222;2.903063516;41.38461538;44.50265333;3.740740741;8.976861678;13.18518519;23.86184118;9.296296296;20.04190766;10.89655172;26.36602905;69.3125;32.58778467
MİSTİK;36;5.083333333;1.826393793;5.166666667;2.420153478;44;29.12580471;12.80645161;24.51043228;13.03225806;22.79836817;28.65625;33.8255576;10.92857143;21.77482163;12.35294118;21.63034114
GEZİ;33;7.1875;1.595103394;6.0625;1.86543258;76.14285714;22.89381978;12.56666667;25.56895118;15;27.6143391;15.46666667;23.58803515;10.93333333;23.59709704;69.51724138;29.97334612
BEBEK;37;7.567567568;1.658991336;6.162162162;2.489014905;81.20588235;25.04635631;13.32258065;23.06134876;17.25;26.71111886;32.03030303;32.01218991;10.93333333;20.70970676;92.38235294;15.27131338
SÜRAHİ;38;4.578947368;1.734102758;3.368421053;2.222988646;22.86956522;30.30497161;7.130434783;15.20856322;8.869565217;20.37445894;9.541666667;18.85408309;10.95652174;20.44611157;87.73333333;23.32814392
KİMLİK;39;5;1.524573489;4;2.118132783;31.59259259;34.07712887;8.851851852;12.57807526;13.22222222;21.91826308;16.07692308;24.36213961;10.96296296;21.79534439;48.03125;34.66753094
MISRA;35;6.142857143;1.957532317;4.342857143;2.400280096;44.75;34.81379037;21.12903226;32.54611286;29.9375;32.16984914;16.375;30.14775442;10.96875;23.6567993;55;34.5
DENEYİM;34;5.46875;2.169946855;4.53125;2.243044806;52.65384615;33.91747904;22.03846154;29.51403838;23.42307692;30.17439057;22.62962963;28.38492036;11;23.86461816;43.11111111;31.23402156
TAKAS;39;5.421052632;1.463641866;4.631578947;2.198538244;29.21875;30.05343024;18.13793103;28.76968163;18.26666667;26.92509832;25.8;28.65779066;11;17.32050808;60.90909091;25.12514134
ATILGAN;34;4.882352941;2.226081023;4.970588235;2.564150212;42.82758621;34.7820448;14.69230769;24.72208605;12.84615385;21.50477586;10.03703704;16.08506589;11;18.16590212;34.3;31.13613047
ÖZLEM;40;4.2;2.244080532;6.4;1.836942834;30.93939394;26.88045223;24.06451613;28.10567616;72.96875;21.22610136;37.70967742;31.09790298;11;18.73068898;27.22857143;28.17496356
MORAL;40;6.605263158;1.480311758;5.105263158;2.063707942;55.27027027;33.90890464;11.94444444;23.9116761;21.71428571;25.68310434;15.47222222;25.72323698;11.02777778;24.19856679;16.94444444;24.83424415
MATEM;40;1.868421053;1.613642055;5.315789474;2.461654719;7.342857143;17.15147542;20.66666667;27.05164813;84.32432432;19.91935694;42.70588235;36.33808371;11.02941176;21.54415521;25.83333333;32.05486368
KÖPEK;39;6.157894737;2.124837873;5.578947368;1.995015125;58.09090909;35.32028776;13.35294118;22.80733847;15.29411765;24.7405071;35.20588235;33.82645496;11.03030303;20.17499202;90.44444444;17.68363965
ŞAMPİYON;36;7.222222222;1.708986519;6.416666667;2.047646733;75.45714286;25.85860064;15.09090909;26.63217466;12.63636364;24.75482047;14.53125;26.01982417;11.03030303;22.69152492;63;32.2830226
COŞKULU;38;7.189189189;1.969741069;6.138888889;2.451271131;73.15151515;26.54962478;17.6969697;23.88446782;12.46875;20.69748991;15.65625;22.40335426;11.03125;21.4648766;27.28125;28.34605778
PROMOSYON;38;6.756756757;2.005622727;6.216216216;1.842931468;70.47058824;26.09450807;18.4;25.71139557;12.38709677;18.61661878;14.12903226;21.42232782;11.03333333;16.75273181;59.6;29.01081843
BİRİM;38;4.916666667;1.180193689;3.888888889;2.351628952;12.6;19.76342843;10.93103448;16.90293938;9.724137931;16.82026106;10.55172414;17.34644098;11.03448276;21.19885906;57.06666667;28.66685378
DEFİNE;40;6.923076923;1.595794067;5.923076923;1.978630778;67.91891892;26.53653496;9.617647059;15.89170682;15.54285714;24.20420826;32.13888889;32.10798991;11.08823529;19.99601119;81.51428571;21.30502762
AZİZ;39;6.051282051;1.959440279;3.871794872;2.296215275;47.8125;34.97689329;15.6969697;24.04745939;17.15151515;27.68925921;14.48484848;22.68689216;11.09375;18.3115676;43.44827586;32.94539444
EŞSİZ;41;6.682926829;1.808853565;5.487804878;2.303496812;64.29411765;29.3923608;16.5625;26.24566016;18.59375;27.39185113;22.5;31.8909432;11.09677419;23.01210528;26.36363636;26.99052864
BAYKUŞ;37;5.216216216;1.959806327;4.405405405;2.576167044;42.10714286;33.86283802;11.07142857;19.03199756;13.89285714;20.17027385;36.18518519;28.99739648;11.10714286;21.57903524;89.66666667;14.74929377
DENGE;36;4.666666667;2.42604911;4.714285714;2.051848931;61.06896552;32.37606152;12.32142857;21.11880603;12.78571429;21.54471172;12.82142857;22.23453032;11.11111111;24.94506785;34.5862069;26.94374728
TAŞINIR;36;4.805555556;0.950772451;3.558823529;2.2318789;28.59259259;32.0699467;13.11111111;24.08372149;15.62962963;25.9187312;14.07407407;25.63790152;11.11538462;23.5869912;80.72;19.30138164
ESİNLENMİŞ;34;4.705882353;1.817914419;4.029411765;2.430678844;44.59259259;35.86755472;13.625;21.52412701;10.08333333;17.66823892;7.916666667;16.09460257;11.13043478;20.98983379;23.48387097;26.30446219
REFERANS;38;5.694444444;1.653039528;4.722222222;2.105925126;35.86206897;34.8360693;11.06896552;16.61954752;10.4;19.1484221;19.19354839;23.76190138;11.13793103;20.4288384;61.89655172;30.19146619
GÜZEL;38;7.648648649;1.888800563;6.162162162;2.291451669;73.13513514;25.05123878;11.5625;19.60075295;14.375;23.55193301;14.18181818;22.29413396;11.15625;23.00365942;39.61111111;32.6857573
DEMİR;38;5.054054054;1.762982731;4.166666667;2.546706557;25.93103448;32.71623781;24.03448276;27.9457162;11.86206897;17.93783738;18.65517241;26.00037893;11.17241379;19.57051165;81.58823529;24.19255789
SEZON;38;5.5;1.409427716;4.710526316;2.025618287;52.71428571;29.37731191;16.31034483;20.08393716;15.27586207;22.8690317;16.82758621;22.49614088;11.17241379;19.82255023;44.4;30.60042821
VASITA;35;5.142857143;1.94244929;3.257142857;2.062877162;40.17857143;34.25076757;15.48275862;23.2004013;11.03571429;17.52983096;16.32142857;21.34731065;11.17857143;21.66077453;86.09375;19.35801805
ÇEKİÇ;37;5;1.56347192;3.702702703;2.331724027;15.0625;25.90421251;25.36363636;30.09133823;12.125;21.9878999;28.81818182;30.51070974;11.1875;20.1164954;93.5;13.91504838
AVANTAJ;36;6.777777778;2.001586672;5.222222222;2.243862882;68.0625;27.51649066;13.6875;20.9645438;9.129032258;14.98386229;10.22580645;17.43695248;11.1875;20.08118603;33.66666667;27.21519184
TANITIM;36;4.5;1.748468718;3.666666667;2.097617696;24.92857143;28.18973884;19.13333333;26.99391162;6.096774194;13.67078354;9.9;20.16885616;11.2;22.49505693;65;32.23493306
HÜRMETKAR;36;5.166666667;1.828348201;4.861111111;2.113261228;36.86206897;32.25979822;10.64285714;18.28825627;8.178571429;14.06348982;10;19.52965456;11.21428571;20.6062866;21.71428571;25.08039982
HAFIZA;39;6.923076923;1.562464574;5.615384615;2.047018173;56.14285714;29.20932854;22.35483871;24.91525421;31.22580645;28.26034876;28.96774194;27.86812261;11.22580645;18.39512558;35.45454545;28.23903649
ŞARKI;39;7.526315789;1.688383876;6.868421053;1.596805132;79.76470588;19.33917178;21.96875;34.28484512;45.84375;36.03860777;12.125;26.50958439;11.23529412;24.54687393;69.20588235;30.43202003
YUMURTA;38;4.947368421;1.754490277;3.473684211;2.238928823;36.78125;36.42821875;4.848484848;10.8025495;6.696969697;12.53865236;3.212121212;7.240327927;11.24242424;23.51333439;95.28571429;9.376351443
FANİ;38;4.263157895;1.571437808;4.815789474;2.154257421;23.94117647;25.67033564;10.21875;17.73957554;48.17142857;30.98812459;53.11428571;30.92759231;11.24242424;19.67395217;38.86111111;35.51913189
KIRPMAK;40;4.58974359;1.499437591;4.025641026;2.218192478;27.375;25.89027716;13.63333333;21.25134208;19.26666667;28.81801799;14.13333333;23.32489174;11.25806452;20.6719903;61.8;31.38920759
DİPNOT;35;5.057142857;1.433688315;3.971428571;2.229293139;19.77419355;28.46835632;13.4137931;21.15338075;17.61290323;26.47725744;16.73333333;27.90987136;11.27586207;20.12087855;71.21212121;28.67463772
GÜVEN;37;7.567567568;1.708484392;5.972972973;2.101408079;78.41176471;25.20235396;19.6875;27.79003941;23;28.21790212;33.5;34.35770093;11.28125;22.97717574;24.74285714;29.72654078
ÖRNEK;36;5.25;1.204159458;3.277777778;1.921474302;25.55172414;28.47378018;8.518518519;21.97440884;6;13.93370547;10.35714286;20.02630545;11.28571429;25.28776185;53.32142857;33.11154389
USTACA;37;5.027027027;2.362748946;4.810810811;1.792543783;63.68965517;27.99630517;11.96551724;20.61463204;10.5;18.08933769;9.1;11.24446224;11.3;19.87920417;41.52941176;31.75878337
SAKAL;39;6.230769231;1.512431616;4.564102564;2.280291669;43.58823529;34.45956581;14.9375;25.19208465;14.5625;26.71828841;13.3125;23.85904508;11.3125;18.04731684;90.27027027;14.45999971
KORUMA;40;6.179487179;2.075823171;5.205128205;2.273178706;51.63333333;33.92739035;18.90322581;23.92955612;17.6875;24.84200072;35.78787879;33.73680999;11.33333333;19.65097757;53.80645161;34.82567956
PRESTİJ;37;6.657142857;1.764733893;5.457142857;2.501092198;60.77419355;36.12636127;14.76666667;22.1821353;12.4137931;18.33131053;14.93103448;24.30598256;11.35714286;18.8231817;26.03125;27.83069131
KOMEDİ;38;6.861111111;1.98785998;5.833333333;2.39642591;75.7;24.71653084;8.321428571;15.90493418;12.25;22.36502726;6.928571429;14.4784094;11.35714286;20.08724358;44.5;33.2520676
BARDAK;37;5.297297297;1.431100293;3.083333333;2.297514185;24.39285714;33.01216306;11.61538462;27.31164868;11.23076923;26.70177176;13.11538462;29.33165788;11.36;24.22271661;84.58064516;32.11725828
VAKUR;39;5.147058824;1.707955591;4.588235294;1.794227226;39.64;31.04684632;16.23076923;24.97087534;23.96153846;27.69184829;15.96;20.95725809;11.36;20.62538889;25.47826087;22.05338474
RESİM;38;6.777777778;1.587650755;5.388888889;2.032279196;66.57575758;26.13669631;18.21212121;21.0234357;30.48484848;27.7129496;17.1875;21.03213747;11.36363636;15.28033496;74.48484848;30.89814033
KAFA;36;5.111111111;1.703404621;3.777777778;2.166117146;31.75862069;30.47909725;10.27586207;18.53162654;10.72413793;20.63785799;16.06896552;26.20922825;11.36666667;20.46609195;72.42424242;31.32893062
EŞİT;37;6.942857143;1.625945103;5.114285714;2.609613771;73.1;24.93349776;18.13793103;23.50489939;19.20689655;27.23886314;16.13793103;25.05383366;11.36666667;17.8238185;44.87096774;31.29828742
YATIŞTIRMAK;40;6.102564103;2.149600597;4.794871795;2.214539125;47.17647059;33.53828259;23.06060606;24.01554105;31.76470588;27.39061864;23;27.18570396;11.375;21.76524308;28.94285714;26.8853151
TAHTA;37;5.472222222;1.93444139;3.277777778;2.262881994;25.62962963;29.36134055;12.18518519;20.1456944;11.14814815;19.97633928;11.78571429;24.18196013;11.37931034;25.10038957;89.75;20.39924097
SÖZLÜK;32;5.483870968;1.630357174;3.516129032;2.461313575;31.42307692;31.26169935;8;14.63728117;11.95833333;25.26637079;11.6;22.33457708;11.4;22.67708094;92.14285714;11.77792752
ÇEMBER;39;4.891891892;1.467874196;3.783783784;1.842931468;24.96296296;28.44087184;13.07407407;20.82699049;14.38461538;22.76677741;16.37037037;27.46487008;11.40740741;21.56432107;66.8125;34.24997057
PARLAMAK;35;5.228571429;2.224009552;5.314285714;1.843453099;62;28.7711275;11.03571429;22.47217562;11.89285714;23.9711853;12.5;25.5364663;11.4137931;24.9907372;62.9;32.19375609
CİSİM;39;4.973684211;1.460966768;3.789473684;2.158050857;25.33333333;27.8249867;11.76666667;20.4445142;11.4;17.9455114;12.1;15.45482851;11.43333333;16.676813;88.55882353;19.77324666
ŞEMSİYE;37;5.416666667;1.518928194;4.333333333;1.927248223;46.27586207;31.32878247;15.80645161;23.83053973;19.12903226;27.50847377;12.86666667;22.49710071;11.43333333;23.82795133;90.87878788;12.20849493
ÇEKİRDEK;36;5.25;1.976649402;4.685714286;2.446743677;60.19354839;30.26375098;11.90322581;20.25727003;10.8;21.37417068;9.566666667;20.45294572;11.43333333;23.0077698;87.22857143;16.77723548
İLGİLİ;37;6.297297297;2.011976155;5.277777778;2.105925126;72.46666667;22.63158204;15.96666667;22.46450585;17.9;26.04286917;19.37931034;23.60449986;11.43333333;18.67080209;33.03448276;28.5012315
GÜNEY;36;5.457142857;1.990312673;4.714285714;2.480173483;59.18518519;37.66761212;12.65517241;23.47989392;14.48275862;24.77559382;14.46428571;24.60725901;11.44827586;23.55022931;60.96666667;34.59567776
İŞLEMCİ;39;5.641025641;1.813504596;4.179487179;2.382742724;25.41935484;31.33770274;14.875;27.34457545;9.741935484;19.45416449;9.5;19.06567596;11.4516129;22.65809452;75.83783784;27.44845018
HAYRET;36;4.694444444;1.527265426;4.666666667;2.28035085;24.06666667;27.62674034;19.89655172;25.17984572;17.3;22.50233704;25.48275862;28.30777365;11.4516129;19.27837944;16;16.78709182
OLGUN;36;6.685714286;1.409451887;4.485714286;2.077490406;56.35483871;31.95887815;11.14285714;19.91038122;17.5;28.03106742;22.71428571;32.64382097;11.48275862;22.36805868;38.71428571;28.49207468
ÇELENK;37;4.243243243;2.126622327;5.162162162;2.114940418;33.80645161;34.6115774;22.09677419;23.67045252;46.4516129;34.9884159;30;31.52010852;11.48387097;18.93826984;83.40625;20.96980837
MAĞARA;39;4.684210526;1.918688504;4.289473684;2.347026811;25.51515152;31.64166677;10.54545455;18.18497132;18.60606061;29.66367665;46.93939394;36.22493909;11.48484848;20.04856792;85.79411765;22.76863794
İÇİM;38;4.973684211;1.515449128;4.105263158;2.203062655;29.23076923;31.42776822;14.62962963;27.41020044;17.2962963;29.34255877;10.07692308;21.77691085;11.5;23.07076072;46.62962963;37.62481602
